# ----------------------------------------
# 所有網站資料
# 目標對象總覽
# 20141224-20151227
# ----------------------------------------

小時索引,瀏覽量
001183,0
001184,10
001185,0
001186,0
001187,1
001188,0
001189,0
001190,26
001191,1
001192,1
001193,40
001194,0
001195,1
001196,1
001197,4
001198,10
001199,0
001200,0
001201,1
001202,0
001203,0
001204,0
001205,0
001206,1
001207,0
001208,2
001209,14
001210,0
001211,1
001212,0
001213,1
001214,12
001215,0
001216,1
001217,1
001218,0
001219,1
001220,16
001221,8
001222,0
001223,23
001224,36
001225,4
001226,1
001227,0
001228,1
001229,0
001230,0
001231,0
001232,23
001233,1
001234,7
001235,7
001236,0
001237,0
001238,11
001239,0
001240,28
001241,46
001242,143
001243,3
001244,20
001245,106
001246,0
001247,39
001248,6
001249,24
001250,0
001251,0
001252,0
001253,0
001254,0
001255,0
001256,3
001257,0
001258,0
001259,1
001260,1
001261,0
001262,9
001263,0
001264,6
001265,71
001266,0
001267,0
001268,0
001269,0
001270,87
001271,3
001272,0
001273,1
001274,0
001275,0
001276,0
001277,0
001278,4
001279,0
001280,0
001281,0
001282,2
001283,0
001284,0
001285,7
001286,32
001287,0
001288,0
001289,0
001290,0
001291,0
001292,9
001293,2
001294,6
001295,"1,772"
001296,"1,235"
001297,478
001298,163
001299,58
001300,115
001301,56
001302,33
001303,15
001304,153
001305,241
001306,136
001307,213
001308,141
001309,197
001310,102
001311,49
001312,93
001313,56
001314,131
001315,59
001316,104
001317,140
001318,89
001319,115
001320,152
001321,4
001322,11
001323,11
001324,0
001325,0
001326,0
001327,0
001328,7
001329,2
001330,11
001331,1
001332,22
001333,28
001334,1
001335,7
001336,1
001337,97
001338,4
001339,21
001340,0
001341,24
001342,26
001343,2
001344,1
001345,34
001346,0
001347,0
001348,0
001349,0
001350,0
001351,0
001352,0
001353,0
001354,63
001355,0
001356,0
001357,9
001358,0
001359,0
001360,5
001361,6
001362,0
001363,1
001364,1
001365,0
001366,66
001367,12
001368,7
001369,41
001370,0
001371,1
001372,1
001373,0
001374,0
001375,0
001376,0
001377,0
001378,30
001379,0
001380,0
001381,21
001382,0
001383,11
001384,65
001385,82
001386,4
001387,3
001388,9
001389,62
001390,14
001391,31
001392,4
001393,0
001394,0
001395,0
001396,0
001397,0
001398,0
001399,0
001400,0
001401,4
001402,2
001403,5
001404,0
001405,0
001406,0
001407,0
001408,1
001409,0
001410,17
001411,17
001412,15
001413,10
001414,3
001415,3
001416,74
001417,11
001418,0
001419,0
001420,0
001421,0
001422,0
001423,0
001424,0
001425,0
001426,0
001427,19
001428,43
001429,1
001430,0
001431,2
001432,16
001433,27
001434,43
001435,42
001436,0
001437,28
001438,37
001439,32
001440,46
001441,9
001442,0
001443,0
001444,0
001445,0
001446,0
001447,17
001448,1
001449,0
001450,8
001451,61
001452,12
001453,38
001454,2
001455,1
001456,10
001457,7
001458,43
001459,4
001460,6
001461,24
001462,15
001463,8
001464,22
001465,7
001466,0
001467,0
001468,0
001469,0
001470,0
001471,0
001472,0
001473,0
001474,40
001475,28
001476,24
001477,15
001478,17
001479,61
001480,25
001481,98
001482,37
001483,65
001484,49
001485,286
001486,43
001487,69
001488,18
001489,66
001490,30
001491,1
001492,0
001493,0
001494,0
001495,8
001496,87
001497,1
001498,186
001499,65
001500,37
001501,28
001502,74
001503,99
001504,86
001505,60
001506,76
001507,128
001508,272
001509,235
001510,243
001511,316
001512,254
001513,184
001514,76
001515,12
001516,0
001517,0
001518,30
001519,228
001520,392
001521,305
001522,220
001523,112
001524,166
001525,258
001526,333
001527,227
001528,139
001529,120
001530,51
001531,82
001532,257
001533,150
001534,131
001535,245
001536,96
001537,63
001538,221
001539,42
001540,0
001541,10
001542,0
001543,46
001544,15
001545,69
001546,61
001547,67
001548,76
001549,164
001550,137
001551,52
001552,73
001553,76
001554,81
001555,80
001556,140
001557,44
001558,76
001559,176
001560,39
001561,30
001562,0
001563,0
001564,0
001565,0
001566,0
001567,9
001568,20
001569,49
001570,64
001571,48
001572,13
001573,22
001574,39
001575,152
001576,25
001577,31
001578,25
001579,2
001580,85
001581,57
001582,19
001583,31
001584,162
001585,161
001586,7
001587,0
001588,2
001589,0
001590,33
001591,1
001592,0
001593,0
001594,45
001595,4
001596,69
001597,42
001598,83
001599,57
001600,10
001601,27
001602,4
001603,0
001604,18
001605,4
001606,82
001607,13
001608,61
001609,0
001610,0
001611,0
001612,0
001613,0
001614,0
001615,0
001616,3
001617,3
001618,0
001619,23
001620,72
001621,6
001622,6
001623,47
001624,37
001625,36
001626,20
001627,102
001628,127
001629,84
001630,121
001631,105
001632,134
001633,116
001634,27
001635,0
001636,0
001637,0
001638,10
001639,3
001640,52
001641,62
001642,179
001643,88
001644,36
001645,120
001646,140
001647,69
001648,94
001649,58
001650,40
001651,28
001652,250
001653,370
001654,135
001655,93
001656,170
001657,38
001658,28
001659,8
001660,18
001661,0
001662,0
001663,16
001664,134
001665,45
001666,45
001667,123
001668,47
001669,89
001670,78
001671,25
001672,14
001673,62
001674,37
001675,37
001676,175
001677,62
001678,82
001679,82
001680,176
001681,30
001682,3
001683,0
001684,0
001685,0
001686,0
001687,0
001688,52
001689,49
001690,85
001691,44
001692,177
001693,17
001694,56
001695,55
001696,6
001697,28
001698,89
001699,8
001700,162
001701,61
001702,52
001703,31
001704,140
001705,36
001706,4
001707,13
001708,1
001709,0
001710,0
001711,2
001712,4
001713,3
001714,9
001715,14
001716,3
001717,23
001718,48
001719,50
001720,14
001721,28
001722,6
001723,13
001724,33
001725,96
001726,30
001727,32
001728,2
001729,11
001730,0
001731,0
001732,0
001733,0
001734,0
001735,10
001736,22
001737,6
001738,3
001739,26
001740,19
001741,25
001742,0
001743,16
001744,13
001745,9
001746,29
001747,7
001748,21
001749,4
001750,30
001751,8
001752,8
001753,6
001754,0
001755,0
001756,1
001757,0
001758,5
001759,0
001760,3
001761,16
001762,0
001763,0
001764,47
001765,0
001766,19
001767,68
001768,13
001769,6
001770,12
001771,1
001772,13
001773,24
001774,3
001775,75
001776,13
001777,0
001778,0
001779,0
001780,0
001781,0
001782,0
001783,1
001784,0
001785,3
001786,0
001787,13
001788,0
001789,41
001790,35
001791,9
001792,75
001793,16
001794,0
001795,4
001796,50
001797,17
001798,13
001799,17
001800,2
001801,1
001802,0
001803,0
001804,0
001805,0
001806,0
001807,0
001808,12
001809,12
001810,3
001811,3
001812,13
001813,6
001814,2
001815,23
001816,2
001817,6
001818,5
001819,11
001820,17
001821,79
001822,10
001823,1
001824,10
001825,3
001826,0
001827,0
001828,0
001829,0
001830,0
001831,0
001832,0
001833,3
001834,38
001835,40
001836,8
001837,11
001838,2
001839,1
001840,16
001841,5
001842,40
001843,13
001844,41
001845,77
001846,27
001847,3
001848,97
001849,58
001850,1
001851,1
001852,1
001853,2
001854,1
001855,0
001856,2
001857,32
001858,13
001859,15
001860,66
001861,29
001862,1
001863,0
001864,2
001865,5
001866,30
001867,2
001868,23
001869,33
001870,30
001871,18
001872,7
001873,12
001874,0
001875,0
001876,0
001877,0
001878,0
001879,0
001880,2
001881,0
001882,0
001883,0
001884,1
001885,0
001886,0
001887,30
001888,0
001889,4
001890,34
001891,22
001892,43
001893,6
001894,0
001895,1
001896,13
001897,11
001898,0
001899,1
001900,0
001901,0
001902,0
001903,0
001904,1
001905,1
001906,2
001907,8
001908,7
001909,1
001910,0
001911,0
001912,1
001913,2
001914,7
001915,1
001916,1
001917,0
001918,1
001919,0
001920,0
001921,0
001922,2
001923,1
001924,2
001925,0
001926,0
001927,0
001928,1
001929,0
001930,0
001931,0
001932,0
001933,0
001934,0
001935,0
001936,1
001937,0
001938,0
001939,1
001940,35
001941,17
001942,5
001943,1
001944,3
001945,1
001946,1
001947,0
001948,0
001949,0
001950,0
001951,0
001952,0
001953,0
001954,0
001955,1
001956,0
001957,2
001958,0
001959,1
001960,1
001961,0
001962,0
001963,2
001964,1
001965,0
001966,4
001967,4
001968,1
001969,3
001970,1
001971,1
001972,0
001973,0
001974,1
001975,0
001976,8
001977,3
001978,3
001979,0
001980,5
001981,0
001982,0
001983,8
001984,4
001985,0
001986,0
001987,0
001988,0
001989,10
001990,2
001991,39
001992,2
001993,1
001994,2
001995,2
001996,1
001997,1
001998,0
001999,0
002000,1
002001,0
002002,9
002003,1
002004,0
002005,1
002006,0
002007,0
002008,1
002009,0
002010,7
002011,53
002012,1
002013,0
002014,1
002015,54
002016,2
002017,4
002018,0
002019,0
002020,0
002021,0
002022,0
002023,0
002024,1
002025,0
002026,1
002027,0
002028,0
002029,16
002030,0
002031,0
002032,1
002033,1
002034,0
002035,1
002036,10
002037,4
002038,9
002039,2
002040,7
002041,1
002042,1
002043,1
002044,0
002045,0
002046,0
002047,1
002048,0
002049,1
002050,1
002051,0
002052,1
002053,0
002054,7
002055,15
002056,3
002057,1
002058,2
002059,13
002060,2
002061,1
002062,6
002063,31
002064,0
002065,1
002066,1
002067,0
002068,0
002069,0
002070,0
002071,0
002072,0
002073,0
002074,0
002075,0
002076,4
002077,1
002078,2
002079,5
002080,1
002081,0
002082,7
002083,6
002084,18
002085,0
002086,1
002087,4
002088,0
002089,25
002090,0
002091,0
002092,0
002093,0
002094,0
002095,1
002096,0
002097,0
002098,0
002099,0
002100,0
002101,0
002102,5
002103,0
002104,0
002105,32
002106,0
002107,0
002108,0
002109,13
002110,1
002111,0
002112,15
002113,0
002114,0
002115,0
002116,0
002117,0
002118,0
002119,0
002120,0
002121,0
002122,0
002123,5
002124,0
002125,0
002126,1
002127,10
002128,0
002129,0
002130,0
002131,0
002132,0
002133,0
002134,0
002135,15
002136,0
002137,0
002138,0
002139,3
002140,0
002141,4
002142,0
002143,1
002144,0
002145,1
002146,30
002147,0
002148,1
002149,1
002150,1
002151,11
002152,4
002153,1
002154,1
002155,1
002156,0
002157,1
002158,0
002159,0
002160,21
002161,0
002162,0
002163,0
002164,0
002165,0
002166,0
002167,0
002168,2
002169,0
002170,0
002171,0
002172,0
002173,0
002174,13
002175,0
002176,0
002177,0
002178,0
002179,0
002180,1
002181,0
002182,1
002183,0
002184,0
002185,5
002186,0
002187,0
002188,0
002189,0
002190,0
002191,0
002192,4
002193,5
002194,6
002195,2
002196,0
002197,4
002198,0
002199,7
002200,8
002201,1
002202,0
002203,0
002204,0
002205,0
002206,17
002207,64
002208,0
002209,9
002210,1
002211,0
002212,0
002213,0
002214,1
002215,0
002216,0
002217,0
002218,1
002219,1
002220,0
002221,1
002222,0
002223,0
002224,0
002225,0
002226,22
002227,0
002228,0
002229,37
002230,0
002231,32
002232,37
002233,20
002234,1
002235,0
002236,0
002237,0
002238,0
002239,0
002240,3
002241,0
002242,0
002243,0
002244,0
002245,0
002246,1
002247,1
002248,0
002249,39
002250,0
002251,0
002252,0
002253,0
002254,0
002255,0
002256,1
002257,0
002258,0
002259,1
002260,0
002261,0
002262,0
002263,0
002264,1
002265,0
002266,0
002267,1
002268,12
002269,0
002270,1
002271,0
002272,0
002273,0
002274,2
002275,1
002276,3
002277,1
002278,0
002279,6
002280,1
002281,0
002282,0
002283,0
002284,0
002285,0
002286,1
002287,0
002288,0
002289,0
002290,0
002291,1
002292,1
002293,1
002294,0
002295,0
002296,0
002297,1
002298,20
002299,0
002300,0
002301,0
002302,1
002303,9
002304,0
002305,8
002306,0
002307,0
002308,0
002309,0
002310,1
002311,0
002312,0
002313,0
002314,1
002315,0
002316,1
002317,24
002318,0
002319,1
002320,0
002321,1
002322,2
002323,0
002324,0
002325,0
002326,16
002327,2
002328,1
002329,1
002330,0
002331,0
002332,0
002333,0
002334,0
002335,0
002336,0
002337,1
002338,0
002339,0
002340,1
002341,0
002342,0
002343,1
002344,1
002345,0
002346,1
002347,1
002348,2
002349,3
002350,0
002351,0
002352,1
002353,1
002354,0
002355,0
002356,0
002357,0
002358,0
002359,0
002360,2
002361,0
002362,3
002363,2
002364,0
002365,41
002366,4
002367,6
002368,0
002369,0
002370,0
002371,33
002372,0
002373,0
002374,5
002375,4
002376,0
002377,0
002378,0
002379,0
002380,0
002381,0
002382,0
002383,0
002384,0
002385,0
002386,1
002387,1
002388,1
002389,0
002390,0
002391,10
002392,0
002393,12
002394,68
002395,26
002396,4
002397,14
002398,147
002399,1
002400,41
002401,0
002402,0
002403,0
002404,0
002405,0
002406,0
002407,5
002408,0
002409,1
002410,1
002411,0
002412,0
002413,1
002414,0
002415,1
002416,1
002417,1
002418,1
002419,0
002420,3
002421,93
002422,14
002423,0
002424,0
002425,0
002426,0
002427,0
002428,0
002429,0
002430,0
002431,1
002432,0
002433,1
002434,0
002435,0
002436,0
002437,0
002438,0
002439,0
002440,0
002441,0
002442,0
002443,0
002444,1
002445,0
002446,1
002447,0
002448,0
002449,0
002450,0
002451,0
002452,0
002453,0
002454,1
002455,0
002456,0
002457,34
002458,0
002459,0
002460,0
002461,0
002462,0
002463,0
002464,0
002465,0
002466,0
002467,1
002468,0
002469,17
002470,1
002471,0
002472,0
002473,0
002474,0
002475,0
002476,0
002477,0
002478,0
002479,1
002480,1
002481,0
002482,2
002483,0
002484,0
002485,0
002486,0
002487,0
002488,0
002489,1
002490,0
002491,0
002492,15
002493,13
002494,0
002495,0
002496,0
002497,0
002498,0
002499,0
002500,0
002501,0
002502,0
002503,0
002504,0
002505,0
002506,13
002507,12
002508,0
002509,0
002510,0
002511,0
002512,1
002513,0
002514,6
002515,0
002516,0
002517,0
002518,0
002519,0
002520,1
002521,0
002522,0
002523,0
002524,0
002525,0
002526,73
002527,1
002528,0
002529,0
002530,0
002531,5
002532,1
002533,3
002534,20
002535,1
002536,4
002537,0
002538,0
002539,0
002540,0
002541,0
002542,0
002543,0
002544,0
002545,0
002546,1
002547,0
002548,0
002549,0
002550,0
002551,0
002552,0
002553,0
002554,0
002555,0
002556,1
002557,1
002558,0
002559,0
002560,0
002561,0
002562,1
002563,0
002564,14
002565,0
002566,1
002567,14
002568,0
002569,8
002570,0
002571,0
002572,0
002573,0
002574,0
002575,1
002576,4
002577,1
002578,1
002579,2
002580,0
002581,9
002582,0
002583,0
002584,0
002585,36
002586,0
002587,0
002588,1
002589,6
002590,0
002591,4
002592,0
002593,0
002594,0
002595,0
002596,1
002597,0
002598,0
002599,0
002600,0
002601,4
002602,0
002603,1
002604,0
002605,0
002606,0
002607,1
002608,1
002609,1
002610,0
002611,0
002612,0
002613,11
002614,0
002615,0
002616,0
002617,0
002618,0
002619,0
002620,0
002621,0
002622,0
002623,0
002624,0
002625,0
002626,1
002627,0
002628,0
002629,0
002630,0
002631,0
002632,15
002633,0
002634,1
002635,0
002636,0
002637,0
002638,0
002639,0
002640,1
002641,0
002642,1
002643,0
002644,0
002645,0
002646,0
002647,0
002648,0
002649,1
002650,0
002651,0
002652,0
002653,0
002654,4
002655,0
002656,2
002657,0
002658,0
002659,0
002660,0
002661,0
002662,2
002663,0
002664,0
002665,0
002666,0
002667,0
002668,2
002669,0
002670,0
002671,0
002672,0
002673,0
002674,2
002675,0
002676,0
002677,2
002678,1
002679,0
002680,1
002681,1
002682,0
002683,0
002684,6
002685,1
002686,0
002687,5
002688,3
002689,0
002690,0
002691,1
002692,0
002693,0
002694,67
002695,0
002696,0
002697,0
002698,0
002699,0
002700,0
002701,0
002702,0
002703,0
002704,9
002705,0
002706,0
002707,0
002708,0
002709,2
002710,1
002711,0
002712,0
002713,0
002714,2
002715,0
002716,0
002717,0
002718,0
002719,0
002720,0
002721,0
002722,2
002723,3
002724,0
002725,0
002726,0
002727,1
002728,1
002729,4
002730,0
002731,0
002732,2
002733,0
002734,43
002735,27
002736,1
002737,1
002738,0
002739,0
002740,0
002741,0
002742,1
002743,0
002744,0
002745,0
002746,0
002747,0
002748,0
002749,1
002750,0
002751,1
002752,0
002753,0
002754,8
002755,3
002756,0
002757,0
002758,0
002759,1
002760,0
002761,0
002762,0
002763,0
002764,0
002765,0
002766,0
002767,0
002768,1
002769,1
